"laus_code","state_fips_code","county_fips_code","county_and_state","year","labor_force","employed","unemployed","unemployment_rate_pct"
"CN3915700000000","39","157","Tuscarawas County, OH","2019","44840","42908","1932","4.3"
"CN3915900000000","39","159","Union County, OH","2019","28974","28041","933","3.2"
"CN3916100000000","39","161","Van Wert County, OH","2019","15054","14563","491","3.3"
"CN3916300000000","39","163","Vinton County, OH","2019","5560","5246","314","5.6"
"CN3916500000000","39","165","Warren County, OH","2019","119179","115000","4179","3.5"
"CN3916700000000","39","167","Washington County, OH","2019","27390","25918","1472","5.4"
"CN3916900000000","39","169","Wayne County, OH","2019","62073","60061","2012","3.2"
"CN3917100000000","39","171","Williams County, OH","2019","18992","18363","629","3.3"
"CN3917300000000","39","173","Wood County, OH","2019","71161","68553","2608","3.7"
"CN3917500000000","39","175","Wyandot County, OH","2019","12975","12569","406","3.1"
"CN4000100000000","40","1","Adair County, OK","2019","8061","7726","335","4.2"
"CN4000300000000","40","3","Alfalfa County, OK","2019","2819","2761","58","2.1"
"CN4000500000000","40","5","Atoka County, OK","2019","4920","4706","214","4.3"
"CN4000700000000","40","7","Beaver County, OK","2019","2876","2819","57","2"
"CN4000900000000","40","9","Beckham County, OK","2019","10494","10162","332","3.2"
"CN4001100000000","40","11","Blaine County, OK","2019","4750","4655","95","2"
"CN4001300000000","40","13","Bryan County, OK","2019","21334","20684","650","3"
"CN4001500000000","40","15","Caddo County, OK","2019","11768","11346","422","3.6"
"CN4001700000000","40","17","Canadian County, OK","2019","74245","72123","2122","2.9"
"CN4001900000000","40","19","Carter County, OK","2019","21512","20772","740","3.4"
"CN4002100000000","40","21","Cherokee County, OK","2019","18737","17989","748","4"
"CN4002300000000","40","23","Choctaw County, OK","2019","5428","5166","262","4.8"
"CN4002500000000","40","25","Cimarron County, OK","2019","1324","1301","23","1.7"
"CN4002700000000","40","27","Cleveland County, OK","2019","142822","138776","4046","2.8"
"CN4002900000000","40","29","Coal County, OK","2019","2480","2383","97","3.9"
"CN4003100000000","40","31","Comanche County, OK","2019","48157","46396","1761","3.7"
"CN4003300000000","40","33","Cotton County, OK","2019","2718","2632","86","3.2"
"CN4003500000000","40","35","Craig County, OK","2019","5926","5715","211","3.6"
"CN4003700000000","40","37","Creek County, OK","2019","31636","30465","1171","3.7"
"CN4003900000000","40","39","Custer County, OK","2019","15675","15279","396","2.5"
"CN4004100000000","40","41","Delaware County, OK","2019","17990","17304","686","3.8"
"CN4004300000000","40","43","Dewey County, OK","2019","2891","2829","62","2.1"
"CN4004500000000","40","45","Ellis County, OK","2019","2156","2102","54","2.5"
"CN4004700000000","40","47","Garfield County, OK","2019","27069","26255","814","3"
"CN4004900000000","40","49","Garvin County, OK","2019","12576","12174","402","3.2"
"CN4005100000000","40","51","Grady County, OK","2019","26474","25657","817","3.1"
"CN4005300000000","40","53","Grant County, OK","2019","2650","2594","56","2.1"
"CN4005500000000","40","55","Greer County, OK","2019","1836","1758","78","4.2"
"CN4005700000000","40","57","Harmon County, OK","2019","1174","1140","34","2.9"
"CN4005900000000","40","59","Harper County, OK","2019","1748","1697","51","2.9"
"CN4006100000000","40","61","Haskell County, OK","2019","4217","3994","223","5.3"
"CN4006300000000","40","63","Hughes County, OK","2019","5316","5057","259","4.9"
"CN4006500000000","40","65","Jackson County, OK","2019","10650","10337","313","2.9"
"CN4006700000000","40","67","Jefferson County, OK","2019","2506","2425","81","3.2"
"CN4006900000000","40","69","Johnston County, OK","2019","3755","3593","162","4.3"
"CN4007100000000","40","71","Kay County, OK","2019","18307","17526","781","4.3"
"CN4007300000000","40","73","Kingfisher County, OK","2019","9142","8955","187","2"
"CN4007500000000","40","75","Kiowa County, OK","2019","3453","3323","130","3.8"
"CN4007700000000","40","77","Latimer County, OK","2019","3135","2937","198","6.3"
"CN4007900000000","40","79","Le Flore County, OK","2019","19035","18141","894","4.7"
"CN4008100000000","40","81","Lincoln County, OK","2019","15776","15219","557","3.5"
"CN4008300000000","40","83","Logan County, OK","2019","22081","21445","636","2.9"
"CN4008500000000","40","85","Love County, OK","2019","6170","6030","140","2.3"
"CN4008700000000","40","87","McClain County, OK","2019","19628","19092","536","2.7"
"CN4008900000000","40","89","McCurtain County, OK","2019","14383","13570","813","5.7"
"CN4009100000000","40","91","McIntosh County, OK","2019","7067","6654","413","5.8"
"CN4009300000000","40","93","Major County, OK","2019","3871","3788","83","2.1"
"CN4009500000000","40","95","Marshall County, OK","2019","6880","6642","238","3.5"
"CN4009700000000","40","97","Mayes County, OK","2019","19411","18802","609","3.1"
"CN4009900000000","40","99","Murray County, OK","2019","6307","6117","190","3"
"CN4010100000000","40","101","Muskogee County, OK","2019","29568","28418","1150","3.9"
"CN4010300000000","40","103","Noble County, OK","2019","5669","5530","139","2.5"
"CN4010500000000","40","105","Nowata County, OK","2019","4593","4434","159","3.5"
"CN4010700000000","40","107","Okfuskee County, OK","2019","4614","4402","212","4.6"
"CN4010900000000","40","109","Oklahoma County, OK","2019","384731","372632","12099","3.1"
"CN4011100000000","40","111","Okmulgee County, OK","2019","15712","14943","769","4.9"
"CN4011300000000","40","113","Osage County, OK","2019","20704","19921","783","3.8"
"CN4011500000000","40","115","Ottawa County, OK","2019","14077","13599","478","3.4"
"CN4011700000000","40","117","Pawnee County, OK","2019","7363","7074","289","3.9"
"CN4011900000000","40","119","Payne County, OK","2019","37930","36836","1094","2.9"
"CN4012100000000","40","121","Pittsburg County, OK","2019","17129","16406","723","4.2"
"CN4012300000000","40","123","Pontotoc County, OK","2019","19044","18451","593","3.1"
"CN4012500000000","40","125","Pottawatomie County, OK","2019","32342","31169","1173","3.6"
"CN4012700000000","40","127","Pushmataha County, OK","2019","4278","4066","212","5"
"CN4012900000000","40","129","Roger Mills County, OK","2019","1878","1822","56","3"
"CN4013100000000","40","131","Rogers County, OK","2019","45151","43759","1392","3.1"
"CN4013300000000","40","133","Seminole County, OK","2019","9434","8979","455","4.8"
"CN4013500000000","40","135","Sequoyah County, OK","2019","16168","15502","666","4.1"
"CN4013700000000","40","137","Stephens County, OK","2019","18536","17737","799","4.3"
"CN4013900000000","40","139","Texas County, OK","2019","11189","10969","220","2"
"CN4014100000000","40","141","Tillman County, OK","2019","2989","2879","110","3.7"
"CN4014300000000","40","143","Tulsa County, OK","2019","323670","313397","10273","3.2"
"CN4014500000000","40","145","Wagoner County, OK","2019","37999","36806","1193","3.1"
"CN4014700000000","40","147","Washington County, OK","2019","22310","21547","763","3.4"
"CN4014900000000","40","149","Washita County, OK","2019","5203","5028","175","3.4"
"CN4015100000000","40","151","Woods County, OK","2019","4601","4505","96","2.1"
"CN4015300000000","40","153","Woodward County, OK","2019","8988","8727","261","2.9"
"CN4100100000000","41","1","Baker County, OR","2019","7120","6789","331","4.6"
"CN4100300000000","41","3","Benton County, OR","2019","48151","46736","1415","2.9"
"CN4100500000000","41","5","Clackamas County, OR","2019","219468","212043","7425","3.4"
"CN4100700000000","41","7","Clatsop County, OR","2019","19385","18659","726","3.7"
"CN4100900000000","41","9","Columbia County, OR","2019","24437","23340","1097","4.5"
"CN4101100000000","41","11","Coos County, OR","2019","26147","24874","1273","4.9"
"CN4101300000000","41","13","Crook County, OR","2019","9593","9083","510","5.3"
"CN4101500000000","41","15","Curry County, OR","2019","8895","8432","463","5.2"
"CN4101700000000","41","17","Deschutes County, OR","2019","96093","92361","3732","3.9"
"CN4101900000000","41","19","Douglas County, OR","2019","46339","44063","2276","4.9"
"CN4102100000000","41","21","Gilliam County, OR","2019","947","912","35","3.7"
"CN4102300000000","41","23","Grant County, OR","2019","3185","2964","221","6.9"
"CN4102500000000","41","25","Harney County, OR","2019","3577","3387","190","5.3"
"CN4102700000000","41","27","Hood River County, OR","2019","14470","14012","458","3.2"
"CN4102900000000","41","29","Jackson County, OR","2019","103451","98950","4501","4.4"
"CN4103100000000","41","31","Jefferson County, OR","2019","10125","9613","512","5.1"
"CN4103300000000","41","33","Josephine County, OR","2019","35786","34004","1782","5"
"CN4103500000000","41","35","Klamath County, OR","2019","29291","27485","1806","6.2"
"CN4103700000000","41","37","Lake County, OR","2019","3628","3433","195","5.4"
"CN4103900000000","41","39","Lane County, OR","2019","180588","173271","7317","4.1"
"CN4104100000000","41","41","Lincoln County, OR","2019","20848","19947","901","4.3"
"CN4104300000000","41","43","Linn County, OR","2019","58720","56191","2529","4.3"
"CN4104500000000","41","45","Malheur County, OR","2019","12314","11804","510","4.1"
"CN4104700000000","41","47","Marion County, OR","2019","161879","155513","6366","3.9"
"CN4104900000000","41","49","Morrow County, OR","2019","5712","5477","235","4.1"
"CN4105100000000","41","51","Multnomah County, OR","2019","455189","440311","14878","3.3"
"CN4105300000000","41","53","Polk County, OR","2019","39860","38240","1620","4.1"
"CN4105500000000","41","55","Sherman County, OR","2019","932","900","32","3.4"
"CN4105700000000","41","57","Tillamook County, OR","2019","11879","11421","458","3.9"
"CN4105900000000","41","59","Umatilla County, OR","2019","36779","35014","1765","4.8"
"CN4106100000000","41","61","Union County, OR","2019","11938","11362","576","4.8"
"CN4106300000000","41","63","Wallowa County, OR","2019","3420","3221","199","5.8"
"CN4106500000000","41","65","Wasco County, OR","2019","13360","12809","551","4.1"
"CN4106700000000","41","67","Washington County, OR","2019","325006","315008","9998","3.1"
"CN4106900000000","41","69","Wheeler County, OR","2019","722","691","31","4.3"
"CN4107100000000","41","71","Yamhill County, OR","2019","54839","52981","1858","3.4"
"CN4200100000000","42","1","Adams County, PA","2019","55350","53531","1819","3.3"
"CN4200300000000","42","3","Allegheny County, PA","2019","649873","623045","26828","4.1"
"CN4200500000000","42","5","Armstrong County, PA","2019","32307","30671","1636","5.1"
"CN4200700000000","42","7","Beaver County, PA","2019","84172","80367","3805","4.5"
"CN4200900000000","42","9","Bedford County, PA","2019","23622","22510","1112","4.7"
"CN4201100000000","42","11","Berks County, PA","2019","216147","206763","9384","4.3"
"CN4201300000000","42","13","Blair County, PA","2019","59551","56860","2691","4.5"
"CN4201500000000","42","15","Bradford County, PA","2019","28959","27697","1262","4.4"
"CN4201700000000","42","17","Bucks County, PA","2019","345279","332053","13226","3.8"
"CN4201900000000","42","19","Butler County, PA","2019","99994","96090","3904","3.9"
"CN4202100000000","42","21","Cambria County, PA","2019","58064","54963","3101","5.3"
"CN4202300000000","42","23","Cameron County, PA","2019","2088","1963","125","6"
"CN4202500000000","42","25","Carbon County, PA","2019","32252","30516","1736","5.4"
"CN4202700000000","42","27","Centre County, PA","2019","80144","77464","2680","3.3"
"CN4202900000000","42","29","Chester County, PA","2019","286480","277341","9139","3.2"
"CN4203100000000","42","31","Clarion County, PA","2019","17131","16289","842","4.9"
"CN4203300000000","42","33","Clearfield County, PA","2019","35987","34114","1873","5.2"
"CN4203500000000","42","35","Clinton County, PA","2019","18338","17347","991","5.4"
"CN4203700000000","42","37","Columbia County, PA","2019","33552","31955","1597","4.8"
"CN4203900000000","42","39","Crawford County, PA","2019","38685","36853","1832","4.7"
"CN4204100000000","42","41","Cumberland County, PA","2019","132626","128165","4461","3.4"
"CN4204300000000","42","43","Dauphin County, PA","2019","144836","139003","5833","4"
"CN4204500000000","42","45","Delaware County, PA","2019","299802","287670","12132","4"
"CN4204700000000","42","47","Elk County, PA","2019","15677","14911","766","4.9"
"CN4204900000000","42","49","Erie County, PA","2019","128841","122943","5898","4.6"
"CN4205100000000","42","51","Fayette County, PA","2019","57273","53868","3405","5.9"
"CN4205300000000","42","53","Forest County, PA","2019","1818","1694","124","6.8"
"CN4205500000000","42","55","Franklin County, PA","2019","77887","74904","2983","3.8"
"CN4205700000000","42","57","Fulton County, PA","2019","7907","7560","347","4.4"
"CN4205900000000","42","59","Greene County, PA","2019","16626","15771","855","5.1"
"CN4206100000000","42","61","Huntingdon County, PA","2019","20012","18833","1179","5.9"
"CN4206300000000","42","63","Indiana County, PA","2019","39155","37186","1969","5"
"CN4206500000000","42","65","Jefferson County, PA","2019","20587","19612","975","4.7"
"CN4206700000000","42","67","Juniata County, PA","2019","12616","12061","555","4.4"
"CN4206900000000","42","69","Lackawanna County, PA","2019","105216","100057","5159","4.9"
"CN4207100000000","42","71","Lancaster County, PA","2019","285253","275432","9821","3.4"
"CN4207300000000","42","73","Lawrence County, PA","2019","40775","38687","2088","5.1"
"CN4207500000000","42","75","Lebanon County, PA","2019","72617","69798","2819","3.9"
"CN4207700000000","42","77","Lehigh County, PA","2019","193388","184665","8723","4.5"
"CN4207900000000","42","79","Luzerne County, PA","2019","157695","148722","8973","5.7"
"CN4208100000000","42","81","Lycoming County, PA","2019","56919","54169","2750","4.8"
"CN4208300000000","42","83","McKean County, PA","2019","17355","16435","920","5.3"
"CN4208500000000","42","85","Mercer County, PA","2019","49321","46909","2412","4.9"
"CN4208700000000","42","87","Mifflin County, PA","2019","21076","20093","983","4.7"
