laus_code	state_fips_code	county_fips_code	county_and_state	year	labor_force	employed	unemployed	unemployment_rate_pct
CN2210100000000	22	101	"St. Mary Parish, LA"	2019	19816	18643	1173	5.9
CN2210300000000	22	103	"St. Tammany Parish, LA"	2019	119300	114335	4965	4.2
CN2210500000000	22	105	"Tangipahoa Parish, LA"	2019	54444	51437	3007	5.5
CN2210700000000	22	107	"Tensas Parish, LA"	2019	1398	1282	116	8.3
CN2210900000000	22	109	"Terrebonne Parish, LA"	2019	46285	44140	2145	4.6
CN2211100000000	22	111	"Union Parish, LA"	2019	9098	8570	528	5.8
CN2211300000000	22	113	"Vermilion Parish, LA"	2019	24087	22870	1217	5.1
CN2211500000000	22	115	"Vernon Parish, LA"	2019	15883	14906	977	6.2
CN2211700000000	22	117	"Washington Parish, LA"	2019	16703	15713	990	5.9
CN2211900000000	22	119	"Webster Parish, LA"	2019	14493	13609	884	6.1
CN2212100000000	22	121	"West Baton Rouge Parish, LA"	2019	13648	13029	619	4.5
CN2212300000000	22	123	"West Carroll Parish, LA"	2019	3630	3243	387	10.7
CN2212500000000	22	125	"West Feliciana Parish, LA"	2019	5378	5158	220	4.1
CN2212700000000	22	127	"Winn Parish, LA"	2019	4867	4558	309	6.3
CN2300100000000	23	001	"Androscoggin County, ME"	2019	55225	53594	1631	3
CN2300300000000	23	003	"Aroostook County, ME"	2019	30205	28814	1391	4.6
CN2300500000000	23	005	"Cumberland County, ME"	2019	164832	160912	3920	2.4
CN2300700000000	23	007	"Franklin County, ME"	2019	14241	13693	548	3.8
CN2300900000000	23	009	"Hancock County, ME"	2019	29089	28064	1025	3.5
CN2301100000000	23	011	"Kennebec County, ME"	2019	61923	60100	1823	2.9
CN2301300000000	23	013	"Knox County, ME"	2019	20194	19605	589	2.9
CN2301500000000	23	015	"Lincoln County, ME"	2019	16789	16290	499	3
CN2301700000000	23	017	"Oxford County, ME"	2019	26333	25381	952	3.6
CN2301900000000	23	019	"Penobscot County, ME"	2019	76836	74339	2497	3.2
CN2302100000000	23	021	"Piscataquis County, ME"	2019	7274	7003	271	3.7
CN2302300000000	23	023	"Sagadahoc County, ME"	2019	19421	18975	446	2.3
CN2302500000000	23	025	"Somerset County, ME"	2019	22429	21428	1001	4.5
CN2302700000000	23	027	"Waldo County, ME"	2019	20613	19953	660	3.2
CN2302900000000	23	029	"Washington County, ME"	2019	13688	13053	635	4.6
CN2303100000000	23	031	"York County, ME"	2019	113644	110554	3090	2.7
CN2400100000000	24	001	"Allegany County, MD"	2019	32491	30812	1679	5.2
CN2400300000000	24	003	"Anne Arundel County, MD"	2019	317780	308068	9712	3.1
CN2400500000000	24	005	"Baltimore County, MD"	2019	457555	440638	16917	3.7
CN2400900000000	24	009	"Calvert County, MD"	2019	50484	48888	1596	3.2
CN2401100000000	24	011	"Caroline County, MD"	2019	18270	17612	658	3.6
CN2401300000000	24	013	"Carroll County, MD"	2019	96466	93645	2821	2.9
CN2401500000000	24	015	"Cecil County, MD"	2019	53453	51323	2130	4
CN2401700000000	24	017	"Charles County, MD"	2019	88102	84908	3194	3.6
CN2401900000000	24	019	"Dorchester County, MD"	2019	15684	14938	746	4.8
CN2402100000000	24	021	"Frederick County, MD"	2019	135761	131453	4308	3.2
CN2402300000000	24	023	"Garrett County, MD"	2019	15775	15075	700	4.4
CN2402500000000	24	025	"Harford County, MD"	2019	142081	137331	4750	3.3
CN2402700000000	24	027	"Howard County, MD"	2019	189135	183944	5191	2.7
CN2402900000000	24	029	"Kent County, MD"	2019	10205	9796	409	4
CN2403100000000	24	031	"Montgomery County, MD"	2019	565866	549310	16556	2.9
CN2403300000000	24	033	"Prince George's County, MD"	2019	513953	494665	19288	3.8
CN2403500000000	24	035	"Queen Anne's County, MD"	2019	28079	27210	869	3.1
CN2403700000000	24	037	"St. Mary's County, MD"	2019	57409	55506	1903	3.3
CN2403900000000	24	039	"Somerset County, MD"	2019	9252	8689	563	6.1
CN2404100000000	24	041	"Talbot County, MD"	2019	19327	18665	662	3.4
CN2404300000000	24	043	"Washington County, MD"	2019	75259	72347	2912	3.9
CN2404500000000	24	045	"Wicomico County, MD"	2019	51724	49327	2397	4.6
CN2404700000000	24	047	"Worcester County, MD"	2019	25814	23908	1906	7.4
CN2451000000000	24	510	"Baltimore city, MD"	2019	290743	275911	14832	5.1
CN2500100000000	25	001	"Barnstable County, MA"	2019	115437	110989	4448	3.9
CN2500300000000	25	003	"Berkshire County, MA"	2019	65320	63035	2285	3.5
CN2500500000000	25	005	"Bristol County, MA"	2019	304217	292890	11327	3.7
CN2500700000000	25	007	"Dukes County, MA"	2019	9650	9255	395	4.1
CN2500900000000	25	009	"Essex County, MA"	2019	429871	417092	12779	3
CN2501100000000	25	011	"Franklin County, MA"	2019	41318	40207	1111	2.7
CN2501300000000	25	013	"Hampden County, MA"	2019	230190	220767	9423	4.1
CN2501500000000	25	015	"Hampshire County, MA"	2019	90937	88479	2458	2.7
CN2501700000000	25	017	"Middlesex County, MA"	2019	929265	907777	21488	2.3
CN2501900000000	25	019	"Nantucket County/town, MA"	2019	7661	7342	319	4.2
CN2502100000000	25	021	"Norfolk County, MA"	2019	395483	385482	10001	2.5
CN2502300000000	25	023	"Plymouth County, MA"	2019	286588	277913	8675	3
CN2502500000000	25	025	"Suffolk County, MA"	2019	461168	449136	12032	2.6
CN2502700000000	25	027	"Worcester County, MA"	2019	450332	436193	14139	3.1
CN2600100000000	26	001	"Alcona County, MI"	2019	3879	3635	244	6.3
CN2600300000000	26	003	"Alger County, MI"	2019	3198	2949	249	7.8
CN2600500000000	26	005	"Allegan County, MI"	2019	62275	60325	1950	3.1
CN2600700000000	26	007	"Alpena County, MI"	2019	13266	12638	628	4.7
CN2600900000000	26	009	"Antrim County, MI"	2019	10321	9791	530	5.1
CN2601100000000	26	011	"Arenac County, MI"	2019	6062	5663	399	6.6
CN2601300000000	26	013	"Baraga County, MI"	2019	3219	3015	204	6.3
CN2601500000000	26	015	"Barry County, MI"	2019	31665	30638	1027	3.2
CN2601700000000	26	017	"Bay County, MI"	2019	50038	47704	2334	4.7
CN2601900000000	26	019	"Benzie County, MI"	2019	8882	8432	450	5.1
CN2602100000000	26	021	"Berrien County, MI"	2019	73454	70483	2971	4
CN2602300000000	26	023	"Branch County, MI"	2019	19356	18600	756	3.9
CN2602500000000	26	025	"Calhoun County, MI"	2019	62502	59943	2559	4.1
CN2602700000000	26	027	"Cass County, MI"	2019	24491	23442	1049	4.3
CN2602900000000	26	029	"Charlevoix County, MI"	2019	12913	12315	598	4.6
CN2603100000000	26	031	"Cheboygan County, MI"	2019	10547	9627	920	8.7
CN2603300000000	26	033	"Chippewa County, MI"	2019	16031	15022	1009	6.3
CN2603500000000	26	035	"Clare County, MI"	2019	11728	11010	718	6.1
CN2603700000000	26	037	"Clinton County, MI"	2019	41149	39916	1233	3
CN2603900000000	26	039	"Crawford County, MI"	2019	5599	5285	314	5.6
CN2604100000000	26	041	"Delta County, MI"	2019	17181	16282	899	5.2
CN2604300000000	26	043	"Dickinson County, MI"	2019	12297	11777	520	4.2
CN2604500000000	26	045	"Eaton County, MI"	2019	57251	55295	1956	3.4
CN2604700000000	26	047	"Emmet County, MI"	2019	17772	16816	956	5.4
CN2604900000000	26	049	"Genesee County, MI"	2019	182899	173888	9011	4.9
CN2605100000000	26	051	"Gladwin County, MI"	2019	9918	9350	568	5.7
CN2605300000000	26	053	"Gogebic County, MI"	2019	6030	5714	316	5.2
CN2605500000000	26	055	"Grand Traverse County, MI"	2019	49812	48097	1715	3.4
CN2605700000000	26	057	"Gratiot County, MI"	2019	17998	17209	789	4.4
CN2605900000000	26	059	"Hillsdale County, MI"	2019	20446	19592	854	4.2
CN2606100000000	26	061	"Houghton County, MI"	2019	16183	15388	795	4.9
CN2606300000000	26	063	"Huron County, MI"	2019	15401	14723	678	4.4
CN2606500000000	26	065	"Ingham County, MI"	2019	151261	145943	5318	3.5
CN2606700000000	26	067	"Ionia County, MI"	2019	30280	29252	1028	3.4
CN2606900000000	26	069	"Iosco County, MI"	2019	10220	9610	610	6
CN2607100000000	26	071	"Iron County, MI"	2019	5162	4878	284	5.5
CN2607300000000	26	073	"Isabella County, MI"	2019	34741	33405	1336	3.8
CN2607500000000	26	075	"Jackson County, MI"	2019	74125	71335	2790	3.8
CN2607700000000	26	077	"Kalamazoo County, MI"	2019	133718	129316	4402	3.3
CN2607900000000	26	079	"Kalkaska County, MI"	2019	7935	7487	448	5.6
CN2608100000000	26	081	"Kent County, MI"	2019	359924	349535	10389	2.9
CN2608300000000	26	083	"Keweenaw County, MI"	2019	884	823	61	6.9
CN2608500000000	26	085	"Lake County, MI"	2019	3709	3472	237	6.4
CN2608700000000	26	087	"Lapeer County, MI"	2019	41517	39273	2244	5.4
CN2608900000000	26	089	"Leelanau County, MI"	2019	10531	10139	392	3.7
CN2609100000000	26	091	"Lenawee County, MI"	2019	46454	44663	1791	3.9
CN2609300000000	26	093	"Livingston County, MI"	2019	104220	100768	3452	3.3
CN2609500000000	26	095	"Luce County, MI"	2019	2315	2172	143	6.2
CN2609700000000	26	097	"Mackinac County, MI"	2019	5135	4656	479	9.3
CN2609900000000	26	099	"Macomb County, MI"	2019	451125	432001	19124	4.2
CN2610100000000	26	101	"Manistee County, MI"	2019	10444	9873	571	5.5
CN2610300000000	26	103	"Marquette County, MI"	2019	32543	30975	1568	4.8
CN2610500000000	26	105	"Mason County, MI"	2019	13666	12996	670	4.9
CN2610700000000	26	107	"Mecosta County, MI"	2019	18247	17390	857	4.7
CN2610900000000	26	109	"Menominee County, MI"	2019	11054	10612	442	4
CN2611100000000	26	111	"Midland County, MI"	2019	40325	38826	1499	3.7
CN2611300000000	26	113	"Missaukee County, MI"	2019	6961	6629	332	4.8
CN2611500000000	26	115	"Monroe County, MI"	2019	75480	72541	2939	3.9
CN2611700000000	26	117	"Montcalm County, MI"	2019	28350	27196	1154	4.1
CN2611900000000	26	119	"Montmorency County, MI"	2019	2998	2748	250	8.3
CN2612100000000	26	121	"Muskegon County, MI"	2019	77149	73860	3289	4.3
CN2612300000000	26	123	"Newaygo County, MI"	2019	23400	22413	987	4.2
CN2612500000000	26	125	"Oakland County, MI"	2019	680255	657035	23220	3.4
CN2612700000000	26	127	"Oceana County, MI"	2019	12120	11403	717	5.9
CN2612900000000	26	129	"Ogemaw County, MI"	2019	8030	7494	536	6.7
CN2613100000000	26	131	"Ontonagon County, MI"	2019	2090	1947	143	6.8
CN2613300000000	26	133	"Osceola County, MI"	2019	11202	10749	453	4
CN2613500000000	26	135	"Oscoda County, MI"	2019	3045	2836	209	6.9
CN2613700000000	26	137	"Otsego County, MI"	2019	11638	11062	576	4.9
CN2613900000000	26	139	"Ottawa County, MI"	2019	161102	156664	4438	2.8
CN2614100000000	26	141	"Presque Isle County, MI"	2019	4951	4576	375	7.6
CN2614300000000	26	143	"Roscommon County, MI"	2019	7726	7145	581	7.5
CN2614500000000	26	145	"Saginaw County, MI"	2019	86666	82533	4133	4.8
CN2614700000000	26	147	"St. Clair County, MI"	2019	76280	72546	3734	4.9
CN2614900000000	26	149	"St. Joseph County, MI"	2019	27976	26783	1193	4.3
CN2615100000000	26	151	"Sanilac County, MI"	2019	19490	18565	925	4.7
CN2615300000000	26	153	"Schoolcraft County, MI"	2019	3326	3093	233	7
CN2615500000000	26	155	"Shiawassee County, MI"	2019	33496	32070	1426	4.3
CN2615700000000	26	157	"Tuscola County, MI"	2019	23853	22635	1218	5.1
CN2615900000000	26	159	"Van Buren County, MI"	2019	35167	33559	1608	4.6
CN2616100000000	26	161	"Washtenaw County, MI"	2019	198198	192472	5726	2.9
CN2616300000000	26	163	"Wayne County, MI"	2019	808171	767123	41048	5.1
CN2616500000000	26	165	"Wexford County, MI"	2019	14854	14185	669	4.5
CN2700100000000	27	001	"Aitkin County, MN"	2019	7268	6818	450	6.2
CN2700300000000	27	003	"Anoka County, MN"	2019	199416	193301	6115	3.1
CN2700500000000	27	005	"Becker County, MN"	2019	18833	18086	747	4
CN2700700000000	27	007	"Beltrami County, MN"	2019	24532	23487	1045	4.3
CN2700900000000	27	009	"Benton County, MN"	2019	22144	21287	857	3.9
CN2701100000000	27	011	"Big Stone County, MN"	2019	2507	2402	105	4.2
CN2701300000000	27	013	"Blue Earth County, MN"	2019	40878	39748	1130	2.8
CN2701500000000	27	015	"Brown County, MN"	2019	14435	13912	523	3.6
CN2701700000000	27	017	"Carlton County, MN"	2019	17927	17126	801	4.5
CN2701900000000	27	019	"Carver County, MN"	2019	59102	57473	1629	2.8
CN2702100000000	27	021	"Cass County, MN"	2019	14467	13668	799	5.5
CN2702300000000	27	023	"Chippewa County, MN"	2019	6978	6707	271	3.9
CN2702500000000	27	025	"Chisago County, MN"	2019	30246	29106	1140	3.8
CN2702700000000	27	027	"Clay County, MN"	2019	36268	35165	1103	3
CN2702900000000	27	029	"Clearwater County, MN"	2019	4501	4130	371	8.2
CN2703100000000	27	031	"Cook County, MN"	2019	3123	2988	135	4.3
CN2703300000000	27	033	"Cottonwood County, MN"	2019	5963	5743	220	3.7
CN2703500000000	27	035	"Crow Wing County, MN"	2019	32410	31005	1405	4.3
CN2703700000000	27	037	"Dakota County, MN"	2019	243793	236782	7011	2.9
CN2703900000000	27	039	"Dodge County, MN"	2019	11982	11577	405	3.4
CN2704100000000	27	041	"Douglas County, MN"	2019	21134	20466	668	3.2
CN2704300000000	27	043	"Faribault County, MN"	2019	7077	6783	294	4.2
CN2704500000000	27	045	"Fillmore County, MN"	2019	11664	11279	385	3.3
CN2704700000000	27	047	"Freeborn County, MN"	2019	16216	15659	557	3.4
CN2704900000000	27	049	"Goodhue County, MN"	2019	27240	26410	830	3
CN2705100000000	27	051	"Grant County, MN"	2019	3324	3176	148	4.5
CN2705300000000	27	053	"Hennepin County, MN"	2019	712531	692855	19676	2.8
CN2705500000000	27	055	"Houston County, MN"	2019	10451	10115	336	3.2
CN2705700000000	27	057	"Hubbard County, MN"	2019	10036	9495	541	5.4
CN2705900000000	27	059	"Isanti County, MN"	2019	21503	20632	871	4.1
CN2706100000000	27	061	"Itasca County, MN"	2019	21963	20656	1307	6
CN2706300000000	27	063	"Jackson County, MN"	2019	5754	5556	198	3.4
CN2706500000000	27	065	"Kanabec County, MN"	2019	9111	8573	538	5.9
CN2706700000000	27	067	"Kandiyohi County, MN"	2019	24425	23565	860	3.5
CN2706900000000	27	069	"Kittson County, MN"	2019	2386	2299	87	3.6
CN2707100000000	27	071	"Koochiching County, MN"	2019	5990	5608	382	6.4
CN2707300000000	27	073	"Lac qui Parle County, MN"	2019	3579	3445	134	3.7
CN2707500000000	27	075	"Lake County, MN"	2019	5538	5338	200	3.6
CN2707700000000	27	077	"Lake of the Woods County, MN"	2019	2472	2370	102	4.1
CN2707900000000	27	079	"Le Sueur County, MN"	2019	16307	15576	731	4.5
CN2708100000000	27	081	"Lincoln County, MN"	2019	3290	3166	124	3.8
CN2708300000000	27	083	"Lyon County, MN"	2019	14631	14163	468	3.2
CN2708500000000	27	085	"McLeod County, MN"	2019	19408	18690	718	3.7
CN2708700000000	27	087	"Mahnomen County, MN"	2019	2305	2196	109	4.7
CN2708900000000	27	089	"Marshall County, MN"	2019	5447	5128	319	5.9
CN2709100000000	27	091	"Martin County, MN"	2019	10145	9764	381	3.8
CN2709300000000	27	093	"Meeker County, MN"	2019	13426	12907	519	3.9
CN2709500000000	27	095	"Mille Lacs County, MN"	2019	13055	12347	708	5.4
CN2709700000000	27	097	"Morrison County, MN"	2019	17653	16738	915	5.2
CN2709900000000	27	099	"Mower County, MN"	2019	20463	19842	621	3
CN2710100000000	27	101	"Murray County, MN"	2019	4877	4668	209	4.3
CN2710300000000	27	103	"Nicollet County, MN"	2019	21098	20564	534	2.5
CN2710500000000	27	105	"Nobles County, MN"	2019	11289	10950	339	3
CN2710700000000	27	107	"Norman County, MN"	2019	3284	3127	157	4.8
CN2710900000000	27	109	"Olmsted County, MN"	2019	89236	86958	2278	2.6
CN2711100000000	27	111	"Otter Tail County, MN"	2019	31655	30335	1320	4.2
CN2711300000000	27	113	"Pennington County, MN"	2019	8765	8365	400	4.6
CN2711500000000	27	115	"Pine County, MN"	2019	15154	14318	836	5.5
CN2711700000000	27	117	"Pipestone County, MN"	2019	4950	4778	172	3.5
CN2711900000000	27	119	"Polk County, MN"	2019	16672	16007	665	4
CN2712100000000	27	121	"Pope County, MN"	2019	6582	6378	204	3.1
CN2712300000000	27	123	"Ramsey County, MN"	2019	292118	283424	8694	3
CN2712500000000	27	125	"Red Lake County, MN"	2019	2229	2111	118	5.3
CN2712700000000	27	127	"Redwood County, MN"	2019	7676	7392	284	3.7
CN2712900000000	27	129	"Renville County, MN"	2019	8669	8275	394	4.5
CN2713100000000	27	131	"Rice County, MN"	2019	37333	36169	1164	3.1
CN2713300000000	27	133	"Rock County, MN"	2019	5687	5556	131	2.3
CN2713500000000	27	135	"Roseau County, MN"	2019	7875	7570	305	3.9
CN2713700000000	27	137	"St. Louis County, MN"	2019	102395	98297	4098	4
CN2713900000000	27	139	"Scott County, MN"	2019	84276	81967	2309	2.7
CN2714100000000	27	141	"Sherburne County, MN"	2019	52921	51063	1858	3.5
CN2714300000000	27	143	"Sibley County, MN"	2019	8661	8331	330	3.8
CN2714500000000	27	145	"Stearns County, MN"	2019	91177	88280	2897	3.2
CN2714700000000	27	147	"Steele County, MN"	2019	21221	20549	672	3.2
CN2714900000000	27	149	"Stevens County, MN"	2019	5478	5330	148	2.7
CN2715100000000	27	151	"Swift County, MN"	2019	4953	4737	216	4.4
CN2715300000000	27	153	"Todd County, MN"	2019	13615	13012	603	4.4
CN2715500000000	27	155	"Traverse County, MN"	2019	1781	1715	66	3.7
CN2715700000000	27	157	"Wabasha County, MN"	2019	12432	12018	414	3.3
CN2715900000000	27	159	"Wadena County, MN"	2019	5962	5595	367	6.2
CN2716100000000	27	161	"Waseca County, MN"	2019	9059	8709	350	3.9
CN2716300000000	27	163	"Washington County, MN"	2019	144620	140553	4067	2.8
CN2716500000000	27	165	"Watonwan County, MN"	2019	6531	6267	264	4
CN2716700000000	27	167	"Wilkin County, MN"	2019	3516	3397	119	3.4
CN2716900000000	27	169	"Winona County, MN"	2019	28840	28005	835	2.9
CN2717100000000	27	171	"Wright County, MN"	2019	76368	73883	2485	3.3
CN2717300000000	27	173	"Yellow Medicine County, MN"	2019	5409	5204	205	3.8
CN2800100000000	28	001	"Adams County, MS"	2019	11260	10466	794	7.1
CN2800300000000	28	003	"Alcorn County, MS"	2019	16057	15300	757	4.7
CN2800500000000	28	005	"Amite County, MS"	2019	4417	4109	308	7
CN2800700000000	28	007	"Attala County, MS"	2019	7031	6592	439	6.2
CN2800900000000	28	009	"Benton County, MS"	2019	3055	2868	187	6.1
CN2801100000000	28	011	"Bolivar County, MS"	2019	12260	11397	863	7
CN2801300000000	28	013	"Calhoun County, MS"	2019	5660	5350	310	5.5
CN2801500000000	28	015	"Carroll County, MS"	2019	3471	3253	218	6.3
CN2801700000000	28	017	"Chickasaw County, MS"	2019	6921	6531	390	5.6
CN2801900000000	28	019	"Choctaw County, MS"	2019	3757	3552	205	5.5
CN2802100000000	28	021	"Claiborne County, MS"	2019	3030	2705	325	10.7
CN2802300000000	28	023	"Clarke County, MS"	2019	5923	5554	369	6.2
CN2802500000000	28	025	"Clay County, MS"	2019	7794	7213	581	7.5
CN2802700000000	28	027	"Coahoma County, MS"	2019	8364	7722	642	7.7
CN2802900000000	28	029	"Copiah County, MS"	2019	11233	10490	743	6.6
CN2803100000000	28	031	"Covington County, MS"	2019	8143	7745	398	4.9
CN2803300000000	28	033	"DeSoto County, MS"	2019	91399	87382	4017	4.4
CN2803500000000	28	035	"Forrest County, MS"	2019	33282	31575	1707	5.1
CN2803700000000	28	037	"Franklin County, MS"	2019	2807	2616	191	6.8
CN2803900000000	28	039	"George County, MS"	2019	8841	8185	656	7.4
CN2804100000000	28	041	"Greene County, MS"	2019	4355	4014	341	7.8
CN2804300000000	28	043	"Grenada County, MS"	2019	9494	9014	480	5.1
CN2804500000000	28	045	"Hancock County, MS"	2019	18776	17720	1056	5.6
CN2804700000000	28	047	"Harrison County, MS"	2019	86479	82022	4457	5.2
CN2804900000000	28	049	"Hinds County, MS"	2019	107145	101524	5621	5.2
CN2805100000000	28	051	"Holmes County, MS"	2019	5672	5089	583	10.3
CN2805300000000	28	053	"Humphreys County, MS"	2019	2227	2003	224	10.1
CN2805500000000	28	055	"Issaquena County, MS"	2019	381	338	43	11.3
CN2805700000000	28	057	"Itawamba County, MS"	2019	10529	10034	495	4.7
CN2805900000000	28	059	"Jackson County, MS"	2019	58591	55058	3533	6
CN2806100000000	28	061	"Jasper County, MS"	2019	6185	5762	423	6.8
CN2806300000000	28	063	"Jefferson County, MS"	2019	2028	1714	314	15.5
CN2806500000000	28	065	"Jefferson Davis County, MS"	2019	4124	3840	284	6.9
CN2806700000000	28	067	"Jones County, MS"	2019	26252	24839	1413	5.4
CN2806900000000	28	069	"Kemper County, MS"	2019	3555	3271	284	8
CN2807100000000	28	071	"Lafayette County, MS"	2019	28393	27113	1280	4.5
CN2807300000000	28	073	"Lamar County, MS"	2019	30722	29435	1287	4.2
CN2807500000000	28	075	"Lauderdale County, MS"	2019	30536	28862	1674	5.5
CN2807700000000	28	077	"Lawrence County, MS"	2019	4623	4310	313	6.8
CN2807900000000	28	079	"Leake County, MS"	2019	7968	7527	441	5.5
CN2808100000000	28	081	"Lee County, MS"	2019	41209	39409	1800	4.4
CN2808300000000	28	083	"Leflore County, MS"	2019	10018	9262	756	7.5
CN2808500000000	28	085	"Lincoln County, MS"	2019	14635	13813	822	5.6
CN2808700000000	28	087	"Lowndes County, MS"	2019	25441	24086	1355	5.3
CN2808900000000	28	089	"Madison County, MS"	2019	53328	51001	2327	4.4
CN2809100000000	28	091	"Marion County, MS"	2019	9940	9397	543	5.5
CN2809300000000	28	093	"Marshall County, MS"	2019	14505	13673	832	5.7
CN2809500000000	28	095	"Monroe County, MS"	2019	15534	14683	851	5.5
